region,Resource,cluster,R_ID,zone,voltage_level,CapRes,THERM,DISP,NDISP,STOR,DR,HEAT,NACC,TRADER,HYDRO,RPS,CES,Commit,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_cost_per_MWyr,Fixed_OM_cost_per_MWyr,capex_mwh,Inv_cost_per_MWhyr,Fixed_OM_cost_per_MWhyr,Var_OM_cost_per_MWh,Var_OM_cost_per_MWh_in,Externality_cost_MWh,Start_cost_per_MW,Start_fuel_MMBTU_per_MW,Heat_rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_power,Self_disch,Eff_up,Eff_down,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_DSM_delay,Ramp_Up_percentage,Ramp_Dn_percentage,Up_time,Down_time,NACC_Eff,NACC_Peak_to_Base,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,spur_miles,spur_line_capex,interconnect_annuity,regional_cost_multiplier,lcoe,ids,waccnomtech,cap_recovery_years,Hydro_level,Existing_Charge_Cap_MW,unit_id_pudl,CF,plant_id_eia,fixed_o_m_mw_std,Inv_cost_charge_per_MWyr,Fixed_OM_cost_charge_per_MWyr,resource_type
CA_N,small_hydroelectric,2,11,1,trans,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.913,1,5.8,-1,1.91,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.1,0,0,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['283_1'],0,[283],0,0,0,other_renewables
CA_N,solar_photovoltaic,1,12,1,trans,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2787.1,190,3282.25,0,17.27,0,0,0,0,0,0,18760,0,0,0,0,0,0,0,0,9.13,0,0.022,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['56768_CR1', '56813_1', '56813_2', '56875_TBD', '56909_1', '56909_2', '56909_3', '56909_4', '57005_1', '57006_1', '57008_1', '57010_1', '57041_1', '57359_1', '57360_1', '57361_1', '57422_1', '57439_HPR2', '57439_HPR2A', '57439_HPR2B', '57439_HPR2C', '57439_HPR2D', '57497_1', '57498_1', '57499_1', '57506_SEIM', '57521_1', '57522_1', '57523_1', '57559_1', '57579_1', '57579_2', '57580_PV1', '57580_PV2', '57655_BC01', '57669_PV1', '57670_PV1', '57671_PV1', '57682_1', '57695_TPZ1', '57695_TPZ2', '57695_TPZ3', '57695_TPZ4', '57695_TPZ5', '57697_1', '57698_1', '57753_PV1', '57777_DL1', '57778_KAM1', '57779_DIL2', '57780_KAM2', '57781_DIL3', '57782_KAM3', '57783_BRU1', '57784_BRU2', '57785_BRU3', '57806_DIL4', '57816_MCK1', '57817_MCK2', '57818_MCK3', '57819_MCK4', '57820_MCK5', '57821_MCK6', '57849_GASF1', '57850_GASF2', '57891_1', '57892_1', '57933_1', '57970_SOL1', '57982_PV-1', '57982_PV-2', '58039_1', '58086_1', '58086_2', '58118_JDS1', '58119_DPSS', '58148_KS', '58204_INV3', '58206_1', '58217_INV4', '58261_1', '58370_GEN1', '58371_GEN1', '58374_CSCA', '58376_1', '58508_PV3', '58509_PV4', '58510_PV5', '58522_1', '58525_1', '58578_SON1', '58616_WSF1', '58625_SRPV2', '58625_SRPV3', '58633_1', '58636_1', '58713_NSTR', '58748_NBWT', '58756_SSD2', '58757_UE2', '58757_UF2', '58757_UG2', '58757_UH2', '58763_EXSC2', '58814_GENA', '58814_GENB', '58889_ASTI', '58890_BERI', '58918_2081', '58919_2127', '58920_2097', '58949_TBD', '58954_PV', '58975_PV1', '58984_1', '58985_1', '58991_1', '59058_GEN 1', '59087_GEN 1', '59122_ECA11', '59129_57449', '59130_57449', '59150_PV1', '59183_PV1', '59265_PV8', '59267_PV9', '59268_PV10', '59283_W4236', '59300_HAN1', '59300_HAN2', '59323_SMUPV', '59339_SSC13', '59413_C2CA', '59473_AC2PV', '59522_FRGSP', '59523_FRFSP', '59525_FRWSP', '59550_PCSF', '59555_VEGA1', '59633_KS', '59687_NDP1', '59703_1', '59737_ASPRG', '59738_CSB', '59746_1', '59748_1', '59872_UCD1', '59900_C3CA', '59915_ORCA', '59939_TQ', '59940_GVS2', '59940_GVS3', '59940_GVS4', '59940_TQ8', '59978_ECA22', '59979_GEN1', '60027_ADERA', '60033_GEN01', '60039_FTRS', '60077_AVCA', '60083_PV-S', '60083_PV-W', '60142_LEPV1', '60193_GEN1', '60219_UNIT1', '60226_GEN01', '60275_WSPV1', '60389_REBR1', '60428_PV1', '60450_PVCR', '60844_PV1', '60844_PV2', '60846_PV1', '60861_PV1', '60975_WS532', '60981_WS526', '61006_SCAIR', '61115_MANT1', '61152_PV1', '61209_PV1', '62015_M2BAR', '62015_M2WHI', '62546_ALMND', '62649_SFDK', '62687_RPNPA', '62687_RPNPB', '62687_RPNPC', '62732_SSPAI', '62892_SONRI', '62902_WUS15']",0,"[56768, 56813, 56813, 56875, 56909, 56909, 56909, 56909, 57005, 57006, 57008, 57010, 57041, 57359, 57360, 57361, 57422, 57439, 57439, 57439, 57439, 57439, 57497, 57498, 57499, 57506, 57521, 57522, 57523, 57559, 57579, 57579, 57580, 57580, 57655, 57669, 57670, 57671, 57682, 57695, 57695, 57695, 57695, 57695, 57697, 57698, 57753, 57777, 57778, 57779, 57780, 57781, 57782, 57783, 57784, 57785, 57806, 57816, 57817, 57818, 57819, 57820, 57821, 57849, 57850, 57891, 57892, 57933, 57970, 57982, 57982, 58039, 58086, 58086, 58118, 58119, 58148, 58204, 58206, 58217, 58261, 58370, 58371, 58374, 58376, 58508, 58509, 58510, 58522, 58525, 58578, 58616, 58625, 58625, 58633, 58636, 58713, 58748, 58756, 58757, 58757, 58757, 58757, 58763, 58814, 58814, 58889, 58890, 58918, 58919, 58920, 58949, 58954, 58975, 58984, 58985, 58991, 59058, 59087, 59122, 59129, 59130, 59150, 59183, 59265, 59267, 59268, 59283, 59300, 59300, 59323, 59339, 59413, 59473, 59522, 59523, 59525, 59550, 59555, 59633, 59687, 59703, 59737, 59738, 59746, 59748, 59872, 59900, 59915, 59939, 59940, 59940, 59940, 59940, 59978, 59979, 60027, 60033, 60039, 60077, 60083, 60083, 60142, 60193, 60219, 60226, 60275, 60389, 60428, 60450, 60844, 60844, 60846, 60861, 60975, 60981, 61006, 61115, 61152, 61209, 62015, 62015, 62546, 62649, 62687, 62687, 62687, 62732, 62892, 62902]",0,0,0,solar
CA_S,biomass,1,13,2,trans,0.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,61.6,44,136.092,-1,1.4,0,0,0,0,0,0,122976,0,0,0,3.9,0,0,0,0,11.15,1.265,1.425,None,0.506,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['52204_OTA5', '52204_OTA6', '56898_1', '56898_2', '57102_EN01', '57102_EN02', '57163_GEN1', '57163_GEN3', '57419_0001', '57770_SBFC', 1.0, '58128_KRSO1', '58128_KRSO2', '58128_KRSO3', '58128_KRSO4', '58128_KRSO5', '58132_KSRO1', '58132_KSRO2', '58132_KSRO3', '58132_KSRO4', '58132_KSRO5', '58429_1', '58429_2', '58429_3', '58429_4', '58429_5', '58699_GEN 1', '58699_GEN 2', '59447_00001', '59461_GEN01', '59461_GEN02', '59461_GEN03', '59461_GEN04', '59461_GEN05', '59461_GEN06', '59461_GEN07', '59877_MB20', '60571_NCEP', '60960_CTG1', '60960_CTG2', '60960_STG1', '61501_GEN1', '61502_GEN1', '61503_GEN1']",0,"[52204, 52204, 56898, 56898, 57102, 57102, 57163, 57163, 57419, 57770, 58007, 58128, 58128, 58128, 58128, 58128, 58132, 58132, 58132, 58132, 58132, 58429, 58429, 58429, 58429, 58429, 58699, 58699, 59447, 59461, 59461, 59461, 59461, 59461, 59461, 59461, 59877, 60571, 60960, 60960, 60960, 61501, 61502, 61503]",0,0,0,other_renewables
CA_S,biomass,2,14,2,trans,0.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.086,2,2.4,-1,0.54,0,0,0,0,0,0,122976,0,0,0,7.73,0,0,0,0,22.09,0,0,None,0.75,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['10387_1A', '10387_2A']",0,"[10387, 10387]",0,0,0,other_renewables
CA_S,conventional_hydroelectric,1,15,2,trans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1396.2,40,1396.2,-1,34.9,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0,None,0.078,0,1,1,1,0,0,0,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"['317_1', '317_2', '317_3', '317_4', '318_3', '318_4', '318_5', '318_6', '319_1', '319_2', '319_3', '319_4', '319_5', '320_1', '320_2', '321_1', '321_2', '322_1', '322_2', '339_1', '339_2', '344_1', '344_2', '392_7', '393_1', '401_1', '407_1', '436_1', '436_2', '436_3', '436_4', '6196_1', '6196_2', '6479_1A', '6479_3', '6479_4', '6479_6', '7072_1', '7072_2', '7072_3']",0,"[317, 317, 317, 317, 318, 318, 318, 318, 319, 319, 319, 319, 319, 320, 320, 321, 321, 322, 322, 339, 339, 344, 344, 392, 393, 401, 407, 436, 436, 436, 436, 6196, 6196, 6479, 6479, 6479, 6479, 7072, 7072, 7072]",0,0,0,hydro
CA_S,geothermal,1,16,2,trans,0.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,562.184,56,877.52,-1,10.04,0,0,0,0,0,0,198040,0,0,0,0,0,0,0,0,9.12,0,0,None,0.303,0,1,1,1.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['10479_T101', '10479_T102', '10479_T103', '10480_GEN1', '10480_GEN2', '10481_1', '10481_2', '10481_3', '10631_GEN1', '10632_GEN1', '10634_GEN1', '10759_GEN1', '10763_GEN1', '10873_GEN1', '10873_GEN2', '10873_GEN3', '10874_GEN4', '10874_GEN5', '10874_GEN6', '10875_GEN7', '10875_GEN8', '10875_GEN9', '10878_EE11', '10879_GEN1', '10879_GEN2', '10879_GEN3', '50210_GEN1', '50210_GEN2', '50766_ITLU1', '50766_ITLU2', '50766_OE31', '50766_OE32', '54111_GE10', '54111_GE11', '54111_GE12', '54111_GE13', '54111_GEN1', '54111_GEN14', '54111_GEN2', '54111_GEN3', '54111_GEN4', '54111_GEN5', '54111_GEN6', '54111_GEN7', '54111_GEN8', '54111_GEN9', '54689_1', '54689_2', '54689_3', '54689_4', '54724_OEC21', '54724_OEC22', '54996_4100', '55983_TG51', '55984_TG21', '57475_HRP1']",0,"[10479, 10479, 10479, 10480, 10480, 10481, 10481, 10481, 10631, 10632, 10634, 10759, 10763, 10873, 10873, 10873, 10874, 10874, 10874, 10875, 10875, 10875, 10878, 10879, 10879, 10879, 50210, 50210, 50766, 50766, 50766, 50766, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54111, 54689, 54689, 54689, 54689, 54724, 54724, 54996, 55983, 55984, 57475]",0,0,0,other_renewables
CA_S,geothermal,2,17,2,trans,0.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46.125,5,72,-1,9.22,0,0,0,0,0,0,198040,0,0,0,0,0,0,0,0,9.12,0,0,None,0.933,0,1,1,1.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['10763_GBU', '56832_GE1', '56832_GE2', '56832_GE3', '56832_GE4']",0,"[10763, 56832, 56832, 56832, 56832]",0,0,0,other_renewables
CA_S,hydroelectric_pumped_storage,1,18,2,trans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1665,8,1665,-1,208.12,0,0,0,0,0,0,38460,0,0,0,0,0,0,0,0,0,0,0,None,0.036,0,0.866,0.866,0.0063,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['392_1', '392_2', '392_3', '392_4', '392_5', '392_6', '57729_1', '57729_2']",0,"[392, 392, 392, 392, 392, 392, 57729, 57729]",0,0,0,pumped_hydro
CA_S,natural_gas_fired_combined_cycle,1,19,2,trans,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6201.008,22,6201.008,0,281.86,0,0,0,0,0,0,10444,0,0,0,3.52,0,0,87,2,7.4,1.842,1.839,ZCF,0.406,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1.0, 2.0, 3.0, 5.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, '62115_1A', '62115_1B', '62115_1S', '62116_1A', '62116_1B', '62116_1S']",0,"[358, 358, 389, 400, 422, 10213, 55345, 55656, 55656, 55985, 56041, 56046, 56356, 57122, 57901, 57901, 62115, 62115, 62115, 62116, 62116, 62116]",2956.279,0,0,naturalgas_cc
CA_S,natural_gas_fired_combustion_turbine,1,20,2,trans,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3442.175,55,3442.175,0,62.58,0,0,0,0,0,0,10558,0,0,0,4.41,0,0,113,3.5,10.21,1.001,1.882,ZCF,0.467,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['400_11', '400_12', '400_13', '400_14', '400_15', '400_16', '10427_GEN2', '10427_GEN3', '52076_UNIT1', '52076_UNIT2', '55538_CTG1', '56143_1', '56143_2', '56143_3', '56143_4', '56232_1', '56232_2', '56471_1', '56472_1', '56473_1', '56474_1', '56475_1', '56569_1', '56569_2', '56914_CTG1', '56914_CTG2', '57001_GEN1', '57027_CPP1', '57027_CPP2', '57027_CPP3', '57027_CPP4', '57482_CTG1', '57482_CTG2', '57482_CTG3', '57482_CTG4', '57482_CTG5', '57482_CTG6', '57482_CTG7', '57482_CTG8', '57515_GT1', '57515_GT2', '57515_GT3', '57515_GT4', '57515_GT5', '57555_CTG1', '57555_CTG2', '57555_CTG3', '58122_GEN1', '58169_1', '58258_GEN1', '58258_GEN2', '58914_CG100', '58914_CG200', '60698_GT1', '60698_GT2']",0,"[400, 400, 400, 400, 400, 400, 10427, 10427, 52076, 52076, 55538, 56143, 56143, 56143, 56143, 56232, 56232, 56471, 56472, 56473, 56474, 56475, 56569, 56569, 56914, 56914, 57001, 57027, 57027, 57027, 57027, 57482, 57482, 57482, 57482, 57482, 57482, 57482, 57482, 57515, 57515, 57515, 57515, 57515, 57555, 57555, 57555, 58122, 58169, 58258, 58258, 58914, 58914, 60698, 60698]",1878.782,0,0,naturalgas_ct
CA_S,onshore_wind_turbine,1,21,2,trans,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4735.6,9,481.203,0,53.47,0,0,0,0,0,0,43205,0,0,0,0,0,0,0,0,9.14,0,0.031,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['57566_2.5P2', '57566_2.8P3', '57621_GEN1', '57913_1', '58114_WTG3', '59235_GEN1', '59236_GEN1', '60594_VYGR1', '61066_WTG1']",0,"[57566, 57566, 57621, 57913, 58114, 59235, 59236, 60594, 61066]",0,0,0,onshore_wind
CA_S,small_hydroelectric,1,22,2,trans,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,126.672,116,430.476,-1,1.09,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.13,0,0.115,None,0.078,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['72_1', '289_1', '289_2', '314_1', '314_2', '316_1', '323_1', '323_2', '323_3', '324_1', '324_2', '324_3', '325_1', '325_2', '325_3', '325_4', '325_5', '326_1', '326_2', '327_1', '332_1', '332_2', '336_2', '337_1', '338_1', '338_2', '340_1', '340_2', '340_3', '340_4', '342_1', '342_2', '353_1', '354_1', '357_1', '357_2', '361_1', '361_2', '361_3', '361_4', '363_1', '385_1', '385_2', '386_1', '386_2', '387_1', '387_2', '388_1', '388_2', '391_1', '394_1', '394_2', '398_1', '398_2', '402_1', '403_1', '403_2', '457_HC1', '457_HC2', '479_1', '480_1', '481_1', '482_1', '483_1', '484_1', '487_1', '585_1', '585_2', '585_3', '586_1', '745_1', '905_1', '6449_1', '6480_2', '6480_3', '6643_1', '6644_1', '6645_1', '6645_2', '6646_1', '6647_1', '7147_3', '7147_4', '7147_5', '7942_10', '7942_11', '7942_12', '7942_2', '7942_3', '7942_4', '7942_6', '7942_7', '7942_8', '10139_GEN1', '10139_GEN2', '10162_WWHI', '10222_SPP1', '50076_UNT1', '50076_UNT2', '50147_1', '50233_4011', '50375_GEN1', '50492_3', '54017_U1', '54017_U2', '54343_GEN1', '56125_4152', '56615_G100', '57364_1', '57364_2', '57854_1PT2', '57854_1PT3', '57854_2T1', '57854_2T2', '57854_3T1', '57854_3T2']",0,"[72, 289, 289, 314, 314, 316, 323, 323, 323, 324, 324, 324, 325, 325, 325, 325, 325, 326, 326, 327, 332, 332, 336, 337, 338, 338, 340, 340, 340, 340, 342, 342, 353, 354, 357, 357, 361, 361, 361, 361, 363, 385, 385, 386, 386, 387, 387, 388, 388, 391, 394, 394, 398, 398, 402, 403, 403, 457, 457, 479, 480, 481, 482, 483, 484, 487, 585, 585, 585, 586, 745, 905, 6449, 6480, 6480, 6643, 6644, 6645, 6645, 6646, 6647, 7147, 7147, 7147, 7942, 7942, 7942, 7942, 7942, 7942, 7942, 7942, 7942, 10139, 10139, 10162, 10222, 50076, 50076, 50147, 50233, 50375, 50492, 54017, 54017, 54343, 56125, 56615, 57364, 57364, 57854, 57854, 57854, 57854, 57854, 57854]",0,0,0,other_renewables
CA_S,small_hydroelectric,2,23,2,trans,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,7,23.8,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,0,0,0,None,0.055,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['328_1', '328_2', '328_3', '365_1', '365_2', '396_1', '397_1']",0,"[328, 328, 328, 365, 365, 396, 397]",0,0,0,other_renewables
