Line,New_Trans_Capacity,Cost_Trans_Capacity,iter,Policy,folder,case,weeks
4,1399.9988,146467870.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
5,10463.9795,879727700.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
6,66.42149,9099612.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
7,740.00006,46869384.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
8,5150.0,210985200.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
9,3184.4163,129430600.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
10,664.0002,34073830.0,9,p7_2045_high_low_REF_high,MGA_0.05_6,max,january_test
1,3481.7815,317176400.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
2,99.99999,9226699.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
3,3674.9724,320832450.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
4,1399.9972,146467710.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
5,-0.00037560053,-31.577488,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
6,-0.00037824252,-51.81847,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
7,739.99994,46869376.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
8,5150.0,210985200.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
9,4149.9985,168676690.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
10,664.00037,34073844.0,10,p7_2045_high_low_REF_high,MGA_0.05_5,max,january_test
1,-0.00046811375,-42.64329,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
2,-0.0003648554,-33.664112,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
3,-0.00041784864,-36.479023,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
4,-0.00046651839999999994,-48.807156,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
5,2528.996,212617760.0,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
6,-0.0004655903599999999,-63.784946,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
7,739.9999,46869372.0,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
8,3534.9067,144818060.0,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
9,4150.0005,168676770.0,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
10,664.00037,34073844.0,11,p7_2045_high_low_REF_high,MGA_0.05_24,max,january_test
1,3674.9990000000003,334777700.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
2,99.99928,9226634.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
3,191.87187,16750798.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
4,1399.9967,146467650.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
5,-0.0002481584,-20.863174,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
6,2857.9927,391539260.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
7,740.0001,46869384.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
8,5150.0,210985180.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
9,4150.0,168676750.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
10,664.0002400000001,34073836.0,12,p7_2045_high_low_REF_high,MGA_0.05_18,max,january_test
1,-0.0003154438,-28.735666,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
2,99.99685,9226409.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
3,2867.7634,250361470.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
4,817.6284,85540290.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
5,-0.00029888455,-25.127823,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
6,-0.00033755106,-46.24382,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
7,739.993,46868936.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
8,5150.0,210985220.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
9,4149.999,168676700.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
10,664.00006,34073824.0,13,p7_2045_high_low_REF_high,MGA_0.05_10,max,january_test
1,847.6598,77218420.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
2,99.99427,9226171.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
3,3674.9983,320834720.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
4,-0.00028111585,-29.410341,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
5,-0.00028847865,-24.252976999999998,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
6,-0.00024609387,-33.714366999999996,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
7,739.99945,46869344.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
8,5149.9985,210985140.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
9,2598.3423,105609620.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
10,663.9999,34073816.0,14,p7_2045_high_low_REF_high,MGA_0.05_27,max,january_test
1,-0.00011888186000000002,-10.829661,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
2,99.9977,9226488.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
3,-0.00012234078999999999,-10.680595,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
4,1399.9945,146467420.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
5,-0.00011362991000000002,-9.553094,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
6,-0.00011972745,-16.402422,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
7,739.9997599999999,46869364.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
8,5150.0,210985200.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
9,4149.997,168676620.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
10,664.0001,34073828.0,15,p7_2045_high_low_REF_high,MGA_0.05_20,max,january_test
1,3674.9807,334776030.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
2,99.99951999999999,9226655.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
3,0.0010235163,89.35503,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
4,1399.9993,146467920.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
5,6056.839,509210560.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
6,-0.00022428004000000002,-30.725918,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
7,740.00006,46869384.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
8,5150.0,210985200.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
9,828.1197,33658924.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
10,664.0001,34073830.0,16,p7_2045_high_low_REF_high,MGA_0.05_15,max,january_test
1,-0.00026552688,-24.188437,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
2,99.99993,9226694.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
3,3674.9883,320833820.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
4,1399.999,146467890.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
5,-0.00027009667000000003,-22.707567,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
6,448.9291,61502390.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
7,740.0002400000001,46869396.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
8,5150.0,210985200.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
9,3888.3733,158042930.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
10,664.0002400000001,34073836.0,17,p7_2045_high_low_REF_high,MGA_0.05_19,max,january_test
1,-0.0003998735,-36.426876,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
2,99.993385,9226089.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
3,596.2643,52055064.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
4,1399.9886,146466820.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
5,-0.0003834404,-32.236603,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
6,-0.0003991519,-54.683014,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
7,739.9986,46869292.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
8,5150.0,210985220.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
9,4149.985,168676130.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
10,664.00037,34073844.0,18,p7_2045_high_low_REF_high,MGA_0.05_25,max,january_test
1,-0.00032889513999999993,-29.961033,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
2,99.99991999999999,9226693.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
3,-0.00033948733,-29.637923999999998,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
4,1399.999,146467900.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
5,0.0005925387999999999,49.81592,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
6,-0.00036316644,-49.753075,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
7,740.0002400000001,46869396.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
8,5150.0,210985220.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
9,2794.013,113562660.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
10,664.00037,34073840.0,19,p7_2045_high_low_REF_high,MGA_0.05_28,max,january_test
1,2883.934,262714850.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
2,99.99785,9226502.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
3,1748.4979,152647360.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
4,1399.9988,146467870.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
5,-0.00031075842,-26.126082999999998,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
6,373.11593999999997,51116136.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
7,739.9998,46869370.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
8,5150.0,210985220.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
9,197.01672,8007744.5,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
10,664.0,34073824.0,20,p7_2045_high_low_REF_high,MGA_0.05_29,max,january_test
1,1528.9696,139283020.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
2,99.9992,9226626.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
3,127.10811000000001,11096792.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
4,-0.00031516709999999997,-32.972782,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
5,-0.00033172578,-27.888851000000003,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
6,-0.00032571136000000004,-44.621803,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
7,739.9936,46868976.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
8,5150.0,210985200.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
9,4149.999,168676700.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
10,664.0001,34073830.0,21,p7_2045_high_low_REF_high,MGA_0.05_11,max,january_test
1,2962.0422,269830200.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
2,-0.00027573152,-25.440920000000002,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
3,3051.103,266367410.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
4,1399.9963,146467620.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
5,8229.255,691849900.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
6,-0.000287538,-39.39213,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
7,740.00006,46869384.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
8,5150.0,210985200.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
9,4149.9995,168676740.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
10,664.0002400000001,34073836.0,22,p7_2045_high_low_REF_high,MGA_0.05_8,max,january_test
1,3497.6577,318622620.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
2,100.0002,9226718.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
3,1612.8848,140808060.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
4,1399.9996,146467950.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
5,2241.0776,188411890.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
6,-0.000243319,-33.334216999999995,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
7,740.0001,46869388.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
8,5150.0,210985200.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
9,4149.9985,168676690.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
10,664.0002,34073830.0,23,p7_2045_high_low_REF_high,MGA_0.05_21,max,january_test
1,-3.5267807e-05,-3.2127564,Base,p7_2045_high_low_REF_high,Base,max,january_test
2,99.99801,9226516.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
3,-6.32816e-06,-0.552461,Base,p7_2045_high_low_REF_high,Base,max,january_test
4,1399.9889,146466830.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
5,7.282053399999999e-05,6.1221676,Base,p7_2045_high_low_REF_high,Base,max,january_test
6,-3.3647073e-05,-4.609582,Base,p7_2045_high_low_REF_high,Base,max,january_test
7,739.99945,46869344.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
8,5149.9995,210985180.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
9,4149.9854,168676160.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
10,663.9999,34073820.0,Base,p7_2045_high_low_REF_high,Base,max,january_test
1,-0.00038023092,-34.637516,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
2,99.967865,9223735.0,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
3,-0.00037961954,-33.141544,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
4,-0.00038035252,-39.79248,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
5,-0.00038524362000000003,-32.388203000000004,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
6,-0.00038239187999999994,-52.38692,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
7,739.9988,46869300.0,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
8,5149.9929999999995,210984930.0,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
9,2004.5071,81473190.0,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
10,663.9994,34073790.0,24,p7_2045_high_low_REF_high,MGA_0.05_2,max,january_test
1,3674.9956,334777380.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
2,99.996796,9226405.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
3,-0.00013732201,-11.988486,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
4,1399.9966,146467650.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
5,-0.00018011638999999998,-15.142745000000001,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
6,598.56335,82001976.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
7,739.9996,46869350.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
8,5150.0,210985200.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
9,4149.9995,168676720.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
10,664.0002,34073830.0,25,p7_2045_high_low_REF_high,MGA_0.05_12,max,january_test
1,-6.172167e-05,-5.6225977,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
2,99.99969499999999,9226672.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
3,-2.8376768e-05,-2.4773486,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
4,1399.9991,146467900.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
5,-5.968678299999999e-05,-5.0179873,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
6,-6.18203e-05,-8.469257,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
7,740.0,46869380.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
8,5150.0,210985200.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
9,3739.784,152003520.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
10,664.00006,34073828.0,26,p7_2045_high_low_REF_high,MGA_0.05_4,max,january_test
1,-0.00022015148999999997,-20.054920000000003,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
2,99.997765,9226494.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
3,1487.953,129901280.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
4,9.995356e-05,10.457142,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
5,2054.3901,172716690.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
6,-0.00022176321,-30.381117,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
7,739.9996,46869350.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
8,5149.9966,210985060.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
9,4106.535,166910110.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
10,663.9995,34073800.0,27,p7_2045_high_low_REF_high,MGA_0.05_7,max,january_test
1,3674.9973,334777570.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
2,100.000206,9226719.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
3,7.812727e-05,6.820667,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
4,1399.9991,146467900.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
5,-0.00033725065000000004,-28.353338,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
6,2857.9812,391537700.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
7,740.0002400000001,46869396.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
8,5150.0,210985220.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
9,3233.1846,131412790.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
10,664.00037,34073840.0,28,p7_2045_high_low_REF_high,MGA_0.05_13,max,january_test
1,3674.9897,334776860.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
2,99.99547,9226282.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
3,1710.1356,149298270.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
4,-0.00020113835,-21.043095,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
5,-0.00021958881000000001,-18.461271,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
6,0.0009286119599999999,127.21798999999999,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
7,739.99866,46869296.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
8,5150.0,210985200.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
9,4149.9985,168676690.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
10,663.9998,34073816.0,29,p7_2045_high_low_REF_high,MGA_0.05_22,max,january_test
1,-9.526356e-05,-8.678129,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
2,99.999664,9226669.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
3,976.6106,85260056.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
4,1399.9987,146467860.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
5,-6.899825e-05,-5.800821,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
6,-9.342846999999999e-05,-12.799514,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
7,739.99994,46869376.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
8,5150.0,210985180.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
9,4150.0,168676750.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
10,664.00006,34073828.0,30,p7_2045_high_low_REF_high,MGA_0.05_16,min,january_test
1,-3.9090573e-05,-3.5609949999999997,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
2,99.99877,9226587.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
3,0.00035403605,30.908056,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
4,798.11316,83498600.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
5,10463.998,879729200.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
6,-7.1272574e-05,-9.7642,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
7,739.9997,46869360.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
8,5150.0,210985200.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
9,4149.997,168676620.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
10,664.00006,34073828.0,31,p7_2045_high_low_REF_high,MGA_0.05_14,min,january_test
1,3674.9990000000003,334777730.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
2,99.99911,9226617.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
3,3674.9995,320834800.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
4,1399.9996,146467970.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
5,1103.5084,92774160.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
6,5.0941097e-05,6.9788284,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
7,740.0,46869380.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
8,5150.0,210985200.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
9,1366.0826,55524428.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
10,663.99994,34073820.0,32,p7_2045_high_low_REF_high,MGA_0.05_17,min,january_test
1,2138.6797,194825170.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
2,99.99974,9226676.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
3,2903.2485,253459410.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
4,1399.9991,146467900.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
5,-1.3337089000000001e-05,-1.1212758,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
6,-1.3580436999999999e-05,-1.8604927,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
7,739.99994,46869376.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
8,5149.9995,210985180.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
9,4150.0,168676750.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
10,664.0,34073824.0,33,p7_2045_high_low_REF_high,MGA_0.05_3,min,january_test
1,-0.00011175553,-10.180482000000001,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
2,99.99962,9226665.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
3,2163.2139,188852900.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
4,1399.9995,146467940.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
5,912.2588,76695420.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
6,-0.00010017919,-13.724348999999998,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
7,740.0,46869380.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
8,5149.9995,210985180.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
9,4150.0,168676750.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
10,664.0002,34073830.0,34,p7_2045_high_low_REF_high,MGA_0.05_9,min,january_test
1,3674.9956,334777400.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
2,99.99786999999999,9226504.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
3,1101.6108,96172824.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
4,1399.9996,146467950.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
5,-2.5774594000000002e-05,-2.1669218999999997,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
6,405.87917999999996,55604636.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
7,740.0,46869380.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
8,5150.0,210985200.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
9,2097.455,85251060.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
10,664.0,34073824.0,35,p7_2045_high_low_REF_high,MGA_0.05_1,min,january_test
1,3674.9915,334777020.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
2,99.99998000000001,9226698.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
3,12.233949,1068048.2,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
4,1241.5503,129890990.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
5,10463.993,879728830.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
6,1850.8062,253556750.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
7,739.99786,46869244.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
8,5150.0,210985200.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
9,4149.9995,168676720.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
10,664.0,34073824.0,36,p7_2045_high_low_REF_high,MGA_0.05_23,min,january_test
1,-2.7591220000000002e-05,-2.5134497000000002,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
2,-0.00017353203999999998,-16.01128,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
3,3674.9956,320834460.0,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
4,742.9799,77730560.0,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
5,-0.0002857281,-24.021732,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
6,8.830663000000001e-05,12.097832,37,p7_2045_high_low_REF_high,MGA_0.05_26,min,january_test
